#Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	HGNC symbol	Gene ID
18	44259081	44339220	ST8SIA5	ENSG00000101638
13	52026503	52126500	INTS6-AS1	ENSG00000236778
21	18811208	18821503	C21orf37	ENSG00000232560
HSCHR19LRC_COX2_CTG1	54785613	54785684	MIR4752	ENSG00000265146
13	52028300	52035451	RPS4XP16	ENSG00000224892
13	52043886	52044181	RN7SL320P	ENSG00000243900
13	52070156	52070387	SNRPGP11	ENSG00000229906
13	52126725	52126803	MIR4703	ENSG00000266611
HG183_PATCH	62584096	62615309	CEP95	ENSG00000263046
13	52139548	52139645	RNU6-65P	ENSG00000252141
13	52160560	52160668	RNY1P6	ENSG00000206920
13	52168057	52168351	RN7SL413P	ENSG00000242893
13	52172552	52173596	ATP5F1P1	ENSG00000224451
13	52482354	52484757	CTAGE3P	ENSG00000232872
13	52540878	52541285	FABP5P2	ENSG00000236044
HG183_PATCH	62578133	62578199	MIR3064	ENSG00000265387
21	18884700	18965897	CXADR	ENSG00000154639
HG183_PATCH	62578574	62578673	MIR5047	ENSG00000265492
13	52741844	52768600	MRPS31P5	ENSG00000243406
18	13726659	13764557	RNMT	ENSG00000101654
HG998_1_PATCH	139098179	139137687	QSOX2	ENSG00000261074
18	44388353	44500123	PIAS2	ENSG00000078043
13	52793479	52908412	TPTE2P2	ENSG00000272281
15	49447853	49660066	GALK2	ENSG00000156958
21	18965971	18985265	BTG3	ENSG00000154640
21	28739333	28740266	EIF4A1P1	ENSG00000233300
15	41052795	41053072	SUMO2P15	ENSG00000271236
21	28792699	28793342	RPL10P1	ENSG00000217026
21	28864437	28864580	NCSTNP1	ENSG00000219592
15	41062159	41064643	C15orf62	ENSG00000188277
20	44165625	44176065	EPPIN-WFDC6	ENSG00000249139
21	29094698	29123552	LINC00113	ENSG00000225298
HG186_PATCH	50712672	51421329	DOCK3	ENSG00000260587
15	41240934	41241067	ISCA1P4	ENSG00000259405
21	29385682	29395552	LINC00314	ENSG00000178457
HG186_PATCH	51422478	51426828	MANF	ENSG00000259880
15	41401076	41401376	CYCSP2	ENSG00000259547
20	44179792	44207965	WFDC8	ENSG00000158901
15	63334831	63364114	TPM1	ENSG00000140416
15	41455360	41456572	FAM92A1P1	ENSG00000157021
15	41484165	41484463	RN7SL497P	ENSG00000240847
HG186_PATCH	51428699	51435339	RBM15B	ENSG00000259956
20	44236578	44259907	WFDC9	ENSG00000180205
21	19161284	19191703	C21orf91	ENSG00000154642
15	41576188	41601901	OIP5-AS1	ENSG00000247556
HG243_PATCH	145202919	145316830	MROH1	ENSG00000260383
18	32870246	32890730	ZNF271	ENSG00000257267
15	91073157	91188577	CRTC3	ENSG00000140577
18	33421723	33422581	NRBF2P1	ENSG00000267797
18	33484781	33484889	MIR187	ENSG00000207797
HG243_PATCH	145317005	145346273	BOP1	ENSG00000261236
18	33514051	33514105	MIR3929	ENSG00000265641
15	41099284	41106767	ZFYVE19	ENSG00000166140
20	54967427	54979518	CSTF1	ENSG00000101138
21	19273580	19639690	CHODL	ENSG00000154645
HG186_PATCH	51433298	51537425	VPRBP	ENSG00000260623
18	35237098	35237178	MIR4318	ENSG00000266530
18	36596011	36596308	RN7SKP182	ENSG00000222704
18	36613971	36614074	RNU6-706P	ENSG00000253038
18	36786888	37380282	LINC00669	ENSG00000267374
13	52974139	52974234	RNY4P24	ENSG00000199605
13	53058296	53058815	LINC00345	ENSG00000235660
20	44258165	44259835	WFDC10A	ENSG00000180305
18	36914836	36915639	RPL7AP66	ENSG00000175886
18	37256685	37256743	MIR5583-1	ENSG00000266148
15	41740940	41741042	RNU6-1169P	ENSG00000200407
15	22892005	23006016	CYFIP1	ENSG00000068793
15	41849225	41849633	TCEB1P2	ENSG00000259838
18	37258484	37258586	RNU6-1242P	ENSG00000212354
20	44277202	44298909	WFDC11	ENSG00000180083
13	53063128	53161222	TPTE2P3	ENSG00000198384
15	41983783	41983876	MIR626	ENSG00000207766
18	37723890	37724468	RPL17P45	ENSG00000267664
18	38052785	38052846	RNU7-145P	ENSG00000238333
20	44313292	44333658	WFDC10B	ENSG00000182931
21	19641433	19858197	TMPRSS15	ENSG00000154646
15	42144111	42144227	RNA5SP393	ENSG00000200293
15	42158693	42158749	MIR4310	ENSG00000264850
20	44330655	44337456	WFDC13	ENSG00000168634
15	78330873	78330937	MIR1827	ENSG00000221476
20	44350990	44354469	SPINT4	ENSG00000149651
HG243_PATCH	145346494	145369625	HSF1	ENSG00000261132
18	39739247	40271387	LINC00907	ENSG00000267586
HG186_PATCH	51579011	51701025	RAD54L2	ENSG00000261443
20	2639041	2644865	IDH3B	ENSG00000101365
13	53191693	53211581	MRPS31P4	ENSG00000250299
18	44497455	44627658	KATNAL2	ENSG00000167216
20	44376583	44420571	WFDC3	ENSG00000124116
13	53384179	53384274	MIR759	ENSG00000211579
13	53394632	53395153	PPIAP26	ENSG00000150276
13	53720674	53725943	LINC01065	ENSG00000237092
13	53774116	53776547	PCDH8P1	ENSG00000225510
20	54987168	55034396	CASS4	ENSG00000087589
13	53832212	53832505	RN7SL618P	ENSG00000241613
15	78953389	78953918	RPL18P11	ENSG00000213307
13	54389554	54450254	LINC00558	ENSG00000261517
13	54689924	54707001	LINC00458	ENSG00000234787
15	79155589	79156071	RPL21P116	ENSG00000243711
15	79191182	79191278	RNU6-415P	ENSG00000252061
15	42491768	42491864	MIR627	ENSG00000207712
13	55014839	55015450	RPL13AP25	ENSG00000136149
21	22370633	22915650	NCAM2	ENSG00000154654
13	55748589	55748683	MIR5007	ENSG00000264387
13	56573334	56574582	HNF4GP1	ENSG00000228611
13	56788507	56791076	SPATA2P1	ENSG00000228319
21	29911640	29912677	LINC00161	ENSG00000226935
13	57459418	57459736	RN7SKP6	ENSG00000201665
13	57747587	57747766	PRR20FP	ENSG00000271140
21	30115530	30115613	RNU6-872P	ENSG00000251894
13	57778513	57778933	MTCO2P3	ENSG00000230009
21	30259602	30261594	HSPD1P7	ENSG00000215005
15	41107650	41120907	PPP1R14D	ENSG00000166143
13	57888873	57890043	SLC25A5P4	ENSG00000234421
21	30274101	30276019	THUMPD1P1	ENSG00000215317
21	30369934	30370354	RPL23P2	ENSG00000176054
15	79502130	79502213	MIR184	ENSG00000207695
15	79528674	79529548	HNRNPCP3	ENSG00000259419
13	57965305	57965652	RPL31P53	ENSG00000225352
13	58565484	58565598	RNA5SP30	ENSG00000202422
13	58785831	58807251	LINC00374	ENSG00000232954
21	30500022	30500509	RPL12P9	ENSG00000232687
13	59101789	59101885	RNY4P29	ENSG00000222733
13	59102749	59105160	CTAGE16P	ENSG00000214335
HG243_PATCH	145371194	145381813	DGAT1	ENSG00000261698
13	59325181	59326367	DNAJA1P1	ENSG00000223717
13	59584466	59584738	HMGN2P39	ENSG00000214281
15	49619159	49913128	FAM227B	ENSG00000166262
13	59645596	59645937	POLR3KP1	ENSG00000232647
21	30565801	30660526	LINC00189	ENSG00000215533
13	59836814	59837525	RPP40P2	ENSG00000271190
13	60054204	60054266	RNU7-88P	ENSG00000239003
13	60586885	60618491	DIAPH3-AS1	ENSG00000227528
13	60608601	60608896	RN7SL375P	ENSG00000265745
13	60718832	60727639	DIAPH3-AS2	ENSG00000223815
18	13824154	13826861	MC5R	ENSG00000176136
13	60761872	60761964	RNY4P28	ENSG00000202151
13	60788486	60789080	LINC00434	ENSG00000227336
20	60907543	60907613	MIR4758	ENSG00000265329
13	60848910	60850140	TARDBPP2	ENSG00000238213
13	61187742	61187868	RNA5SP31	ENSG00000223076
13	61211022	61212231	EIF4A1P6	ENSG00000236608
9	34318405	34319653	SERPINH1P1	ENSG00000229207
13	61259333	61268662	LINC00378	ENSG00000225249
18	13882043	13915706	MC2R	ENSG00000185231
9	34478620	34478903	RN7SKP24	ENSG00000251697
13	61363694	61363795	RNY3P5	ENSG00000206854
15	63413999	63434260	LACTB	ENSG00000103642
13	61390831	61390923	RNY4P31	ENSG00000253018
13	61773932	61774014	MIR3169	ENSG00000266663
21	30594642	30595578	GAPDHP14	ENSG00000236056
13	62379283	62379809	RAC1P8	ENSG00000234033
20	61141550	61148733	C20orf166-AS1	ENSG00000174403
9	34568013	34582827	CNTFR-AS1	ENSG00000237159
21	30723955	30734215	BACH1-IT1	ENSG00000248476
13	62578226	62603681	LINC00358	ENSG00000229578
15	91260558	91358859	BLM	ENSG00000197299
20	61151510	61151586	MIR1-1	ENSG00000199017
13	62798230	62824080	LINC01075	ENSG00000230142
20	61162119	61162220	MIR133A2	ENSG00000207764
20	61169878	61170591	RPL7P3	ENSG00000226094
13	62895438	62896531	LINC01074	ENSG00000227611
18	39850554	39850680	RNA5SP454	ENSG00000253040
18	41412124	41412230	RNU6-443P	ENSG00000202250
13	62897790	62902966	LINC00459	ENSG00000229307
21	26957968	26979829	MRPL39	ENSG00000154719
9	34832292	34838583	FAM205B	ENSG00000257198
13	62902121	62902517	RPL32P28	ENSG00000232105
18	41651548	41651666	RNA5SP455	ENSG00000202060
18	41900765	41902222	KRT8P5	ENSG00000267573
HG243_PATCH	145387965	145391184	SCRT1	ENSG00000261678
13	62980191	62981049	SQSTM1P1	ENSG00000271465
13	63246418	63306492	LINC00448	ENSG00000228669
13	63757234	63801189	LINC00376	ENSG00000227564
9	34889061	34895775	FAM205CP	ENSG00000187791
18	42550047	42550131	MIR4319	ENSG00000265957
18	14057456	14132489	ZNF519	ENSG00000175322
13	64241814	64312151	LINC00395	ENSG00000231061
20	61326376	61331832	LINC00686	ENSG00000237687
13	64316498	64316945	OR7E156P	ENSG00000215430
20	57570240	57582302	CTSZ	ENSG00000101160
20	61405480	61406764	LINC00659	ENSG00000228705
9	34917172	34918293	GLULP4	ENSG00000178723
13	64357934	64358037	RNU6-81P	ENSG00000202478
20	61431979	61436939	OGFR-AS1	ENSG00000229873
20	55043647	55093943	RTFDC1	ENSG00000022277
13	64385147	64385741	PPP1R2P10	ENSG00000213232
9	34922181	34922918	YWHAZP6	ENSG00000215199
20	61476490	61477543	DPH3P1	ENSG00000233838
9	35010700	35011282	SYF2P2	ENSG00000233148
9	35049268	35049558	RN7SL338P	ENSG00000241568
20	61503602	61504428	ARF4P2	ENSG00000236527
21	30742340	30743547	BACH1-AS1	ENSG00000232118
13	64411166	64411589	OR7E104P	ENSG00000215432
21	30742944	30746029	BACH1-IT2	ENSG00000228817
13	64549584	64550555	NFYAP1	ENSG00000237849
21	30868367	30872706	BACH1-IT3	ENSG00000234293
15	80109691	80109792	RNU6-667P	ENSG00000252995
15	41136216	41150405	SPINT1	ENSG00000166145
13	64560504	64650144	LINC00355	ENSG00000227674
20	61665569	61668380	LINC00029	ENSG00000125514
13	65532229	65533528	LGMNP1	ENSG00000214269
18	43569619	43569911	RN7SKP26	ENSG00000222179
21	31120494	31136321	GRIK1-AS1	ENSG00000174680
20	61669363	61685215	LINC01056	ENSG00000237119
13	65883987	65885085	STARP1	ENSG00000214266
18	43701581	43701687	RNU6-1278P	ENSG00000251939
20	61726845	61733671	HAR1B	ENSG00000231133
9	35406752	35483026	ATP8B5P	ENSG00000179766
21	31581469	31584101	LINC00307	ENSG00000227342
13	66362064	66362896	HNRNPA3P5	ENSG00000236565
20	61733483	61735738	HAR1A	ENSG00000225978
21	31635698	31636199	RPL8P2	ENSG00000225267
13	66440306	66452351	LINC01052	ENSG00000234767
13	66540462	66540561	MIR548X2	ENSG00000263581
13	66792382	66792456	MIR4704	ENSG00000263561
20	61809852	61809938	MIR124-3	ENSG00000207598
13	66843129	66844590	TRIM60P19	ENSG00000235737
20	2673524	2740753	EBF4	ENSG00000088881
20	61870131	61870194	MIR3196	ENSG00000266463
15	80555410	80634147	LINC00927	ENSG00000259361
13	66878003	66897693	PCDH9-AS1	ENSG00000234527
20	61918160	61918218	MIR4326	ENSG00000266104
13	67204847	67204908	RNU7-87P	ENSG00000238500
20	61968691	61968801	RNU6-994P	ENSG00000222439
13	67399301	67489163	PCDH9-AS2	ENSG00000228842
9	35449745	35450349	ZFAND6P1	ENSG00000244213
13	67551564	67559908	PCDH9-AS3	ENSG00000225263
9	35507561	35507870	RPL36AP33	ENSG00000235619
13	67565018	67576139	PCDH9-AS4	ENSG00000233840
13	67840977	67841838	RPSAP53	ENSG00000214263
9	35608091	35608156	MIR4667	ENSG00000263892
15	42719789	42719895	RNU6-188P	ENSG00000201077
13	67946519	67954108	LINC00364	ENSG00000230040
20	57594309	57601709	TUBB1	ENSG00000101162
13	68364539	68364926	BCRP9	ENSG00000271287
9	35657748	35658015	RMRP	ENSG00000269900
13	68406008	68406959	NPM1P22	ENSG00000227969
15	49715293	49780972	FGF7	ENSG00000140285
13	68476487	68477374	OR7E111P	ENSG00000231667
9	35671773	35672039	RN7SL22P	ENSG00000243136
13	68485219	68486080	OR7E33P	ENSG00000226537
15	42873354	42873686	EIF4EBP2P2	ENSG00000260282
18	14507338	14543584	POTEC	ENSG00000183206
13	68863811	68865412	ELL2P3	ENSG00000234765
20	62540308	62540472	RNU1-134P	ENSG00000199805
20	62550834	62550950	MIR941-2	ENSG00000216141
13	68875737	68877434	HNRNPA1P18	ENSG00000229910
20	62551085	62551201	MIR941-3	ENSG00000216195
9	35859059	35859980	OR13E1P	ENSG00000236083
20	44420576	44440066	DNTTIP1	ENSG00000101457
20	62551365	62551481	MIR941-1	ENSG00000215946
15	43093166	43094603	KRT8P50	ENSG00000260799
9	35874807	35875191	NDUFA5P4	ENSG00000233659
18	44542731	44544607	TCEB3CL2	ENSG00000266996
13	68905470	68905745	RPL37P21	ENSG00000236433
20	62572818	62572897	MIR1914	ENSG00000272045
15	43231508	43232556	FDPSP4	ENSG00000254793
21	27011584	27089874	JAM2	ENSG00000154721
9	35909480	35911683	LINC00961	ENSG00000235387
20	62573984	62574079	MIR647	ENSG00000207554
13	69208322	69208618	RPS3AP52	ENSG00000230405
15	43407897	43408691	RPS3AP47	ENSG00000205871
20	10366427	10368454	SDAD1P2	ENSG00000230750
13	69228704	69229182	RPL12P34	ENSG00000229824
15	43423206	43423884	SPCS2P1	ENSG00000260928
HG243_PATCH	145409038	145416175	SLC52A2	ENSG00000261042
20	62665697	62671315	LINC00176	ENSG00000196421
9	35943207	35943931	PGAM1P2	ENSG00000225639
20	57600522	57607437	ATP5E	ENSG00000124172
18	44548658	44550534	TCEB3CL	ENSG00000234298
13	69267938	69268213	RN7SL761P	ENSG00000243671
18	44760813	44760919	RNU6-1131P	ENSG00000201825
13	69559190	69560196	ZDHHC20P4	ENSG00000232380
9	35971341	35972315	YBX1P10	ENSG00000213866
13	69675964	69676188	SNRPFP3	ENSG00000225501
15	43560102	43560586	ATP5HP1	ENSG00000261679
15	63418071	63450220	RPS27L	ENSG00000185088
13	69796478	69866286	LINC00383	ENSG00000237534
9	35991333	35992282	OR13C6P	ENSG00000179443
20	62921540	62924351	CICP4	ENSG00000232852
13	69885465	69896233	LINC00401	ENSG00000235221
15	43683633	43683925	RN7SL487P	ENSG00000243871
18	44906867	44906936	MIR4527	ENSG00000266582
18	44554573	44556449	TCEB3C	ENSG00000183791
15	43894741	43894846	RNU6-554P	ENSG00000222398
13	69982348	69982867	SRSF1P1	ENSG00000224640
15	43929830	43929936	RNU6-610P	ENSG00000206991
20	62921738	62944485	LINC00266-1	ENSG00000149656
9	36013181	36014130	OR2S1P	ENSG00000228307
15	43941321	43941478	PDIA3P2	ENSG00000224677
13	70377072	70377173	RNY3P10	ENSG00000207495
18	45156483	45157219	TPMTP1	ENSG00000267156
13	70468233	70469217	PSMC1P13	ENSG00000232314
9	36021689	36022110	OR2AM1P	ENSG00000236110
15	80873444	80873580	MIR5572	ENSG00000266542
15	80956113	80956219	RNU6-380P	ENSG00000222139
9	36267780	36267919	RNU4-53P	ENSG00000222760
13	70681345	70713561	ATXN8OS	ENSG00000230223
20	10869230	10869736	FAT1P1	ENSG00000217809
9	36303496	36304921	HMGB3P24	ENSG00000215283
15	81134319	81134414	MIR549	ENSG00000208003
18	44558943	44561988	TCEB3B	ENSG00000206181
18	45696155	45696261	RNU6-708P	ENSG00000206944
13	71033596	71033702	RNU6-54P	ENSG00000202433
21	31728833	31729203	KRTAP13-6P	ENSG00000250973
9	36823536	36823596	MIR4475	ENSG00000266255
18	45918962	45919021	RNU7-191P	ENSG00000253033
13	71497796	71498587	SOGA2P1	ENSG00000226554
21	31747612	31747696	MIR4327	ENSG00000265007
9	116237	118417	FOXD4	ENSG00000170122
18	46001858	46001971	RNA5SP456	ENSG00000200872
13	71589273	71742549	LINC00348	ENSG00000226846
21	31808784	31809282	KRTAP13-5P	ENSG00000233640
9	36864251	36864305	MIR4540	ENSG00000264922
18	46196971	46197039	MIR4743	ENSG00000266276
9	36893459	36893528	MIR4476	ENSG00000265368
13	71870342	71871367	RABEPKP1	ENSG00000225801
21	31882625	31882815	KRTAP19-9P	ENSG00000237841
15	81289758	81289814	MIR4514	ENSG00000265855
20	11326031	11326503	RPS11P1	ENSG00000235544
13	72249199	72249601	H3F3BP1	ENSG00000236534
21	31886931	31887117	KRTAP19-10P	ENSG00000235312
15	81409976	81410681	ANP32BP3	ENSG00000259461
13	72278313	72278787	RPL21P109	ENSG00000237816
21	31909597	31909700	KRTAP19-11P	ENSG00000236612
20	11601699	11602125	PGAM3P	ENSG00000237256
13	72420113	72420449	RPL35AP31	ENSG00000233460
20	11781111	11851363	LINC00687	ENSG00000228422
21	32114098	32114913	KRTAP21-4P	ENSG00000236400
13	72487842	72488316	RPS10P21	ENSG00000232881
21	32174560	32174745	KRTAP8-2P	ENSG00000233036
13	72552226	72552344	RNA5SP32	ENSG00000200037
20	11799469	11799739	RN7SKP111	ENSG00000222281
21	32179250	32179437	KRTAP8-3P	ENSG00000227840
15	63481668	63559981	RAB8B	ENSG00000166128
13	73034270	73034467	RPL18AP17	ENSG00000227952
21	32201357	32202078	KRTAP7-1	ENSG00000184586
13	73277831	73278276	RPL21P110	ENSG00000226617
21	32432919	32435487	UBE3AP2	ENSG00000228941
9	94789780	94790106	HSPE1P22	ENSG00000237306
20	12360704	12361903	PA2G4P2	ENSG00000235698
13	73280155	73280261	RNU6-80P	ENSG00000206922
20	44441215	44445596	UBE2C	ENSG00000175063
13	73455246	73455352	RNU6-79P	ENSG00000199381
13	73610539	73610986	PSMD10P3	ENSG00000232041
21	32999440	33000913	FBXW11P1	ENSG00000230870
20	55066548	55100981	GCNT7	ENSG00000124091
13	73674713	73675123	FABP5P1	ENSG00000236972
20	57608200	57617964	SLMO2	ENSG00000101166
HG243_PATCH	145410334	145414279	FBXL6	ENSG00000261539
13	73687052	73687155	RNU6-66P	ENSG00000200267
9	37434174	37434583	CHCHD4P3	ENSG00000236156
20	13218448	13220321	ISM1-AS1	ENSG00000226263
9	37459392	37459706	RN7SL463P	ENSG00000264255
13	73765665	73765804	RNU4-10P	ENSG00000201253
15	43991686	44010382	STRCP1	ENSG00000166763
18	44633774	44676891	HDHD2	ENSG00000167220
13	73801284	73801397	RNY1P8	ENSG00000206697
13	73981905	73982489	MARK2P12	ENSG00000229708
20	13373324	13374321	GAPDHP2	ENSG00000236811
13	73987610	74222390	LINC00393	ENSG00000224853
20	13953962	13954070	RNU6-278P	ENSG00000212247
21	27088815	27107984	ATP5J	ENSG00000154723
20	13984154	13984345	RPS3P1	ENSG00000230935
13	74138381	74162207	LINC00392	ENSG00000228295
20	14108046	14108982	AIMP1P1	ENSG00000234187
13	74805594	74834113	LINC00402	ENSG00000235532
20	14203687	14203976	RN7SL864P	ENSG00000239923
9	37636685	37637290	RAB1C	ENSG00000233111
13	74863237	74863351	RNY1P5	ENSG00000206617
20	14332966	14333071	RNU6-228P	ENSG00000199570
9	125677845	125693779	ZBTB26	ENSG00000171448
13	74951300	74952088	RPL21P108	ENSG00000232701
9	37661744	37662046	RN7SKP171	ENSG00000201287
20	55092243	55101198	FAM209A	ENSG00000124103
20	14535030	14617170	MACROD2-IT1	ENSG00000227927
13	74993310	75009296	LINC00381	ENSG00000226240
15	49913177	49937333	DTWD1	ENSG00000104047
9	37878113	37879490	PAICSP1	ENSG00000226055
20	14738209	14738702	RPS10P2	ENSG00000213950
20	2774715	2781283	CPXM1	ENSG00000088882
20	14864899	14910161	MACROD2-AS1	ENSG00000235914
13	75117975	75139582	LINC00347	ENSG00000236678
9	37936704	37936765	RNU7-124P	ENSG00000251745
20	55108302	55111576	FAM209B	ENSG00000213714
9	94873147	94874179	MTND4P15	ENSG00000227321
20	15002199	15002305	RNU6-1159P	ENSG00000199803
20	15003498	15003604	RNU6-115P	ENSG00000201180
15	43994561	43994668	RNU6-353P	ENSG00000201136
20	15261410	15261519	RNA5SP475	ENSG00000222500
13	75402690	75404217	RIOK3P1	ENSG00000225944
20	15600139	15600464	ENSAP1	ENSG00000224274
15	82466565	82466726	RNU1-77P	ENSG00000212170
13	75683724	75683830	RNU6-38P	ENSG00000206812
20	16204395	16205180	PPIAP17	ENSG00000225622
13	75710291	75711077	SSR1P2	ENSG00000226665
15	44019116	44039292	CATSPER2P1	ENSG00000205771
9	38504444	38505479	VN1R48P	ENSG00000237487
15	41164412	41166487	RHOV	ENSG00000104140
20	16566978	16567338	RPLP0P1	ENSG00000226229
13	75812080	75814432	CTAGE11P	ENSG00000214249
9	38527094	38527909	FAM220BP	ENSG00000176007
13	75824616	75826148	LINC01078	ENSG00000223880
15	82590891	82626963	ADAMTS7P1	ENSG00000259785
15	91411822	91426688	FURIN	ENSG00000140564
13	75949647	75951430	TBC1D4-AS1	ENSG00000225203
15	23004684	23034427	NIPA2	ENSG00000140157
9	38542311	38542566	CYP4F33P	ENSG00000259898
20	17168155	17168261	RNU6-27P	ENSG00000251955
20	17189705	17189865	RNU1-131P	ENSG00000238833
9	38566257	38568208	SNX18P3	ENSG00000225345
20	17459730	17460076	DYNLT3P1	ENSG00000232241
HG243_PATCH	145428004	145448145	ADCK5	ENSG00000261694
20	17497488	17497952	RPS27AP2	ENSG00000232333
9	38620471	38624987	FAM201A	ENSG00000204860
13	76262692	76263333	FAM204CP	ENSG00000230902
18	46576057	46576138	MIR4744	ENSG00000263849
20	17556851	17557155	RN7SKP69	ENSG00000202260
13	76506531	76509268	LINC00561	ENSG00000261206
21	27106881	27144771	GABPA	ENSG00000154727
13	76587159	76588637	LINC01034	ENSG00000224933
20	17884406	17884505	RNU6-192P	ENSG00000212555
9	38680003	38680101	RNU6-765P	ENSG00000252725
13	76709067	76709360	RN7SL571P	ENSG00000243274
20	55204358	55214339	TFAP2C	ENSG00000087510
20	17943353	17943589	SNORD17	ENSG00000212232
13	77502200	77502970	BTF3P11	ENSG00000118903
20	17992599	17992928	PTMAP3	ENSG00000218902
9	39016966	39039591	VN2R3P	ENSG00000234680
13	77555310	77556051	RPL7P44	ENSG00000233873
18	47013709	47018248	MIR1539	ENSG00000265496
18	47015615	47015678	SNORD58C	ENSG00000202093
20	18070760	18071359	RPL15P1	ENSG00000227343
20	57766075	57834168	ZNF831	ENSG00000124203
13	77559003	77562078	DHX9P1	ENSG00000228002
18	47017653	47017717	SNORD58A	ENSG00000206602
20	44451853	44462384	TNNC2	ENSG00000101470
15	41186628	41196173	VPS18	ENSG00000104142
18	47018034	47018099	SNORD58B	ENSG00000271982
18	47021517	47023266	SRP72P1	ENSG00000265182
15	63568217	63601325	APH1B	ENSG00000138613
15	44026377	44026483	RNU6-354P	ENSG00000206589
9	39191097	39191355	RN7SL640P	ENSG00000264912
13	77649649	77672677	MYCBP2-AS1	ENSG00000236051
15	44085857	44085957	MIR1282	ENSG00000221792
20	18076215	18076276	RNU7-137P	ENSG00000252597
21	33078868	33079177	HMGN1P2	ENSG00000229046
9	39371062	39376913	FAM74A5	ENSG00000215112
18	47176720	47177530	SMUG1P1	ENSG00000267444
15	44168047	44168442	PIN4P1	ENSG00000227973
21	33212653	33213170	TPT1P1	ENSG00000234107
15	44281259	44282382	ACTBP7	ENSG00000185607
13	77654646	77655325	MYCBP2-AS2	ENSG00000229521
20	18239200	18239495	RN7SL14P	ENSG00000266720
9	125703112	125867145	RABGAP1	ENSG00000011454
20	18246334	18246523	RNU2-56P	ENSG00000252635
13	78173890	78180686	SCEL-AS1	ENSG00000224347
